BEGIN_YEARMONTH,BEGIN_DAY,BEGIN_TIME,END_YEARMONTH,END_DAY,END_TIME,EPISODE_ID,EVENT_ID,STATE,STATE_FIPS,YEAR,MONTH_NAME,EVENT_TYPE,CZ_TYPE,CZ_FIPS,CZ_NAME,WFO,BEGIN_DATE_TIME,CZ_TIMEZONE,END_DATE_TIME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,SOURCE,MAGNITUDE,MAGNITUDE_TYPE,FLOOD_CAUSE,CATEGORY,TOR_F_SCALE,TOR_LENGTH,TOR_WIDTH,TOR_OTHER_WFO,TOR_OTHER_CZ_STATE,TOR_OTHER_CZ_FIPS,TOR_OTHER_CZ_NAME,BEGIN_RANGE,BEGIN_AZIMUTH,BEGIN_LOCATION,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EPISODE_NARRATIVE,EVENT_NARRATIVE,DATA_SOURCE
202003,19,1830,202003,19,1835,146721,881958,ARKANSAS,5,2020,March,Tornado,C,5,BAXTER,LZK,19-MAR-20 18:30:00,CST-6,19-MAR-20 18:35:00,0,0,0,0,120.00K,0.00K,NWS Storm Survey,,,,,EF1,2.16,600,,,,,1,NNE,WHITEVILLE,2,ESE,MONKEY RUN,36.3302,-92.4768,36.3425,-92.4413,"A line of strong to severe storms developed ahead of the front, with the most robust storms closest to the Missouri border after 500 pm CST. One storm in particular went from southeast Boone County into southern Marion County and northwest Baxter County. The storm had strong rotation at times and it headed quickly to the northeast at 40 to 50 mph. There was plenty of chaos in the path of the storm, and no doubt that one or more tornadoes were in play.||A house was damaged east of Everton (Boone County), and power lines were downed. Between Pyatt and Bruno (both in Marion County), several homes were damaged or destroyed with an injury reported. A school was also affected. A tree fell through a house west of Mountain Home (Baxter County).||In the end, two tornadoes (rated EF1/EF2) were spawned in a three county area. Three more weak tornadoes (all rated EF1) were confirmed with separate storms from five miles north of Hector (Pope County) to six miles west-southwest of Rupert (Van Buren County), and from four miles northeast of Evening Shade to four miles north of Poughkeepsie (both in Sharp County). These tornadoes toppled trees and hit a couple of barns and outbuildings.||This event did not feature a lot of rain, and there was only 0.01 inch measured at Little Rock (Pulaski County) on the 19th. But, this was enough to make it eleven consecutive days with measurable precipitation. It was one day away from tying the all-time record of twelve days in a row. A trace of rain on the 20th ended the streak.",The tornado uprooted or snapped several large trees and damaged outbuildings. A large tree was uprooted and fell through the bedroom of a residence. A large portion of the roof of a house was torn off and blown into nearby trees.,CSV
202001,11,336,202001,11,337,143974,867838,ARKANSAS,5,2020,January,Tornado,C,17,CHICOT,JAN,11-JAN-20 03:36:00,CST-6,11-JAN-20 03:37:00,0,0,0,0,110.00K,0.00K,NWS Storm Survey,,,,,EF1,0.17,15,,,,,1,WNW,MYRTLE GROVE,1,WNW,MYRTLE GROVE,33.3027,-91.2845,33.3023,-91.2816,"A warm, moist airmass was in place across the region ahead of a potent January weather system. Ample wind energy also was present, which not only helped bring damaging winds with severe storms but also allowed for strong gradient winds to occur ahead of an eastward advancing squall line. Severe weather occurred in the early morning hours of January 11th and continued across the ArkLaMiss region before noon, resulting in widespread wind damage as well as some tornadoes.","A brief tornado developed near US Highway 65/US Highway 278 near Arkansas Highway 159. It collapsed the center of a metal building where only one side and the front of the building were left standing. On the backside, a shed was completely destroyed. The tornado then moved east across the highway to the Delta Spindle Building, a metal warehouse building. Here, some windows were blown out and portions of the tin roof were peeled off and blew into the tree line on the backside of the business. In addition, the tornado broke a wooden power pole in the parking lot of the Delta Spindle Building before lifting. Maximum peak winds were estimated at 99 mph.",CSV
202005,16,1335,202005,16,1336,147018,883972,ARKANSAS,5,2020,May,Tornado,C,81,LITTLE RIVER,SHV,16-MAY-20 13:35:00,CST-6,16-MAY-20 13:36:00,0,0,0,0,0.00K,0.00K,NWS Storm Survey,,,,,EFU,0.99,20,SHV,OK,089,MCCURTAIN,2,N,LANESPORT,2,NNW,LANESPORT,33.673,-94.4697,33.6799,-94.4848,"A slow moving upper level low pressure system drifted east across Central and Eastern Texas during the daytime hours of May 16th. Meanwhile, the attendant surface low pressure system over East Central Texas drifted east into Northeast Texas during the afternoon, with a southerly low level jet allowing for a warm front to mix north into East Texas, extreme Northern Louisiana, into Southern Arkansas through the evening. Although daytime heating was limited due to extensive cloud cover and periods of showers, large scale forcing and adequate low level wind shear contributed to the development of numerous low-topped supercell showers and a few thunderstorms, several of which spawned tornadoes and wall clouds across portions of extreme Northeast Texas, Southwest Arkansas, and Southeast Oklahoma throughout the afternoon and evening. As drier air began to entrain ahead of this upper low pressure system, and the warm front had shifted north into the northern sections of Southwest Arkansas by mid-evening, the tornado threat subsided considerably.","Multiple witnesses documented a tornado via video and pictures touching down in an open field in extreme Southwest Little River County, where it tracked northwest into extreme Southeast McCurtain County Oklahoma. Since the NWS survey team could not access this area, an EF rating could not be assigned and thus this tornado will be rated EF-Unknown.",CSV
202005,16,1616,202005,16,1618,147018,883974,ARKANSAS,5,2020,May,Tornado,C,91,MILLER,SHV,16-MAY-20 16:16:00,CST-6,16-MAY-20 16:18:00,0,0,0,0,50.00K,0.00K,NWS Storm Survey,,,,,EF1,2.16,30,,,,,1,S,DOOLEY,1,WNW,DOOLEY,33.4493,-93.8548,33.4774,-93.8714,"A slow moving upper level low pressure system drifted east across Central and Eastern Texas during the daytime hours of May 16th. Meanwhile, the attendant surface low pressure system over East Central Texas drifted east into Northeast Texas during the afternoon, with a southerly low level jet allowing for a warm front to mix north into East Texas, extreme Northern Louisiana, into Southern Arkansas through the evening. Although daytime heating was limited due to extensive cloud cover and periods of showers, large scale forcing and adequate low level wind shear contributed to the development of numerous low-topped supercell showers and a few thunderstorms, several of which spawned tornadoes and wall clouds across portions of extreme Northeast Texas, Southwest Arkansas, and Southeast Oklahoma throughout the afternoon and evening. As drier air began to entrain ahead of this upper low pressure system, and the warm front had shifted north into the northern sections of Southwest Arkansas by mid-evening, the tornado threat subsided considerably.","An EF-1 tornado with estimated maximum winds near 100 mph touched down along Miller County 21 and Miller County 116 where it uprooted trees and snapped the wooden pole of a electrical transmission line. It continued moving northwest and crossed Highway 296, downing large limbs. Before the tornado lifted just north of Highway 296, it ripped off the shingles and destroyed the carport of a single family home.",CSV
202005,16,1636,202005,16,1637,147018,884166,ARKANSAS,5,2020,May,Tornado,C,81,LITTLE RIVER,SHV,16-MAY-20 16:36:00,CST-6,16-MAY-20 16:37:00,0,0,0,0,2.00K,0.00K,NWS Storm Survey,,,,,EF0,0.09,20,,,,,3,SSE,RED BLUFF,3,SSE,RED BLUFF,33.6069,-93.9306,33.6082,-93.9308,"A slow moving upper level low pressure system drifted east across Central and Eastern Texas during the daytime hours of May 16th. Meanwhile, the attendant surface low pressure system over East Central Texas drifted east into Northeast Texas during the afternoon, with a southerly low level jet allowing for a warm front to mix north into East Texas, extreme Northern Louisiana, into Southern Arkansas through the evening. Although daytime heating was limited due to extensive cloud cover and periods of showers, large scale forcing and adequate low level wind shear contributed to the development of numerous low-topped supercell showers and a few thunderstorms, several of which spawned tornadoes and wall clouds across portions of extreme Northeast Texas, Southwest Arkansas, and Southeast Oklahoma throughout the afternoon and evening. As drier air began to entrain ahead of this upper low pressure system, and the warm front had shifted north into the northern sections of Southwest Arkansas by mid-evening, the tornado threat subsided considerably.",An EF-0 tornado with estimated maximum winds near 70 mph very briefly touched down at a residence off of LR-239 in extreme Southeast Little River County. This tornado partially damaged the roof of a single family home and downed multiple large tree branches before lifting.,CSV
202005,16,1639,202005,16,1641,147018,884167,ARKANSAS,5,2020,May,Tornado,C,27,COLUMBIA,SHV,16-MAY-20 16:39:00,CST-6,16-MAY-20 16:41:00,0,0,0,0,25.00K,0.00K,NWS Storm Survey,,,,,EF1,2.34,50,SHV,AR,099,NEVADA,1,SSW,BRIGHT,2,N,BETHEL,33.411,-93.3361,33.4441,-93.3451,"A slow moving upper level low pressure system drifted east across Central and Eastern Texas during the daytime hours of May 16th. Meanwhile, the attendant surface low pressure system over East Central Texas drifted east into Northeast Texas during the afternoon, with a southerly low level jet allowing for a warm front to mix north into East Texas, extreme Northern Louisiana, into Southern Arkansas through the evening. Although daytime heating was limited due to extensive cloud cover and periods of showers, large scale forcing and adequate low level wind shear contributed to the development of numerous low-topped supercell showers and a few thunderstorms, several of which spawned tornadoes and wall clouds across portions of extreme Northeast Texas, Southwest Arkansas, and Southeast Oklahoma throughout the afternoon and evening. As drier air began to entrain ahead of this upper low pressure system, and the warm front had shifted north into the northern sections of Southwest Arkansas by mid-evening, the tornado threat subsided considerably.",An EF-1 tornado with estimated maximum winds near 100 mph touched down along Columbia Road 31 where it snapped tree limbs on several hardwood trees. The tornado continued to uproot approximately ten trees and flipped a car near a residence along Columbia Road 104. The tornado reached its maximum intensity when it snapped trees as it crossed Highway 355 before crossing over into Southern Nevada County.,CSV
202005,16,1641,202005,16,1642,147018,884168,ARKANSAS,5,2020,May,Tornado,C,99,NEVADA,SHV,16-MAY-20 16:41:00,CST-6,16-MAY-20 16:42:00,0,0,0,0,0.00K,0.00K,NWS Storm Survey,,,,,EF1,0.29,50,,,,,4,WSW,DELTA,4,WSW,DELTA,33.4441,-93.3451,33.4481,-93.3462,"A slow moving upper level low pressure system drifted east across Central and Eastern Texas during the daytime hours of May 16th. Meanwhile, the attendant surface low pressure system over East Central Texas drifted east into Northeast Texas during the afternoon, with a southerly low level jet allowing for a warm front to mix north into East Texas, extreme Northern Louisiana, into Southern Arkansas through the evening. Although daytime heating was limited due to extensive cloud cover and periods of showers, large scale forcing and adequate low level wind shear contributed to the development of numerous low-topped supercell showers and a few thunderstorms, several of which spawned tornadoes and wall clouds across portions of extreme Northeast Texas, Southwest Arkansas, and Southeast Oklahoma throughout the afternoon and evening. As drier air began to entrain ahead of this upper low pressure system, and the warm front had shifted north into the northern sections of Southwest Arkansas by mid-evening, the tornado threat subsided considerably.","This is the continuation of the Columbia County EF-1 tornado. This tornado, which had reached its peak intensity near 100 mph as it crossed Highway 355 in Northern Columbia County, weakened slightly to 95 mph as it crossed over into Southern Nevada County, where it continued to uproot several trees along Nevada 2 Road before lifting. The total path length of this tornado from Northern Columbia into Southern Nevada Counties was 2.65 miles.",CSV
202005,16,1656,202005,16,1658,147018,884315,ARKANSAS,5,2020,May,Tornado,C,99,NEVADA,SHV,16-MAY-20 16:56:00,CST-6,16-MAY-20 16:58:00,0,0,0,0,50.00K,0.00K,NWS Storm Survey,,,,,EF1,1.89,40,,,,,3,ESE,BODCAW,2,ENE,BODCAW,33.5312,-93.3703,33.556,-93.384,"A slow moving upper level low pressure system drifted east across Central and Eastern Texas during the daytime hours of May 16th. Meanwhile, the attendant surface low pressure system over East Central Texas drifted east into Northeast Texas during the afternoon, with a southerly low level jet allowing for a warm front to mix north into East Texas, extreme Northern Louisiana, into Southern Arkansas through the evening. Although daytime heating was limited due to extensive cloud cover and periods of showers, large scale forcing and adequate low level wind shear contributed to the development of numerous low-topped supercell showers and a few thunderstorms, several of which spawned tornadoes and wall clouds across portions of extreme Northeast Texas, Southwest Arkansas, and Southeast Oklahoma throughout the afternoon and evening. As drier air began to entrain ahead of this upper low pressure system, and the warm front had shifted north into the northern sections of Southwest Arkansas by mid-evening, the tornado threat subsided considerably.","An EF-1 tornado with estimated maximum winds around 90 mph touched down near Highway 32, where it uprooted a few trees and snapped several large limbs. After crossing the highway, it moved northwest to near Nevada 15 where it picked up a metal overhang and threw it approximately 150 yards over a home and into a nearby field. The tornado also snapped and uprooted several hardwood and softwood trees near this location. It also uprooted several more trees as it crossed Nevada 15 and then lifted near the intersection of Nevada 120 and Nevada 15 in the Bodcaw community.",CSV
202005,16,1746,202005,16,1747,147018,884316,ARKANSAS,5,2020,May,Tornado,C,57,HEMPSTEAD,SHV,16-MAY-20 17:46:00,CST-6,16-MAY-20 17:47:00,0,0,0,0,0.00K,0.00K,NWS Storm Survey,,,,,EF0,0.47,20,,,,,1,W,DEANEYVILLE,1,WNW,DEANEYVILLE,33.868,-93.5217,33.8742,-93.5251,"A slow moving upper level low pressure system drifted east across Central and Eastern Texas during the daytime hours of May 16th. Meanwhile, the attendant surface low pressure system over East Central Texas drifted east into Northeast Texas during the afternoon, with a southerly low level jet allowing for a warm front to mix north into East Texas, extreme Northern Louisiana, into Southern Arkansas through the evening. Although daytime heating was limited due to extensive cloud cover and periods of showers, large scale forcing and adequate low level wind shear contributed to the development of numerous low-topped supercell showers and a few thunderstorms, several of which spawned tornadoes and wall clouds across portions of extreme Northeast Texas, Southwest Arkansas, and Southeast Oklahoma throughout the afternoon and evening. As drier air began to entrain ahead of this upper low pressure system, and the warm front had shifted north into the northern sections of Southwest Arkansas by mid-evening, the tornado threat subsided considerably.","An EF-0 tornado with estimated maximum winds near 70 mph briefly touched down as it was crossing Highway 371 east of Blevins. It downed a few large tree limbs, one of which fell across the road and was documented through pictures posted to social media.",CSV
202005,25,1638,202005,25,1639,147509,887321,ARKANSAS,5,2020,May,Tornado,C,73,LAFAYETTE,SHV,25-MAY-20 16:38:00,CST-6,25-MAY-20 16:39:00,0,0,0,0,200.00K,0.00K,NWS Storm Survey,,,,,EF1,0.3,40,,,,,0,WSW,LEWISVILLE ARPT,1,W,LEWISVILLE ARPT,33.3682,-93.5759,33.3689,-93.5811,"A strong shortwave trough lifted north across East-central Texas during the daytime hours of May 25th, ahead of a digging upper level trough of low pressure over the Rockies into far West Texas. Meanwhile, a surface low pressure area developed over Southeast Texas during the morning, and slowly lifted north across East-central Texas during the afternoon and evening hours beneath this shortwave trough. Showers and thunderstorms increased throughout the day near the surface low center over East Texas, with showers and storms more scattered farther south, east, and north of the center as moderate instability developed in response to daytime heating. As a result, some of these storms became severe over portions of the region, with damaging winds which downed trees, as well as isolated instances of hail reported as well. The counterclockwise circulation around the northern and eastern periphery of the surface low contributed to adequate wind shear within some of these storms to contribute to an isolated brief tornado touching down across Northern Lafayette County Arkansas across the far north side of the town of Lewisville. These storms eventually diminished during the mid and late evening hours with the loss of heating and instability.","An EF-1 tornado with estimated maximum winds around 100 mph briefly touched down along a wooded area on the northern fringes of the town of Lewisville, and moved west northwest across the south parking lot of the M&M Quick Stop before crossing Highway 29. Several trees were snapped and uprooted, and a power pole was snapped along Highway 29 before crossing the roadway into a residential area. This tornado continued to snap and uproot several more trees just north of West 13th Street, with a large pine tree falling onto the First Assembly of God Church, as well as through the middle of a single family home on Cherry Street. The tornado snapped a few more trees along North Murphy Street, with a tree falling through a mobile home at the end of the roadway before lifting in a heavily wooded area.",CSV
202001,11,255,202001,11,308,143974,867837,ARKANSAS,5,2020,January,Tornado,C,3,ASHLEY,JAN,11-JAN-20 02:55:00,CST-6,11-JAN-20 03:08:00,0,0,0,0,400.00K,0.00K,NWS Storm Survey,,,,,EF1,10.31,800,,,,,2,N,NORTH CROSSETT,4,SE,HAMBURG,33.1761,-91.9441,33.1835,-91.766,"A warm, moist airmass was in place across the region ahead of a potent January weather system. Ample wind energy also was present, which not only helped bring damaging winds with severe storms but also allowed for strong gradient winds to occur ahead of an eastward advancing squall line. Severe weather occurred in the early morning hours of January 11th and continued across the ArkLaMiss region before noon, resulting in widespread wind damage as well as some tornadoes.","This tornado started just off Highway 133 and continued just east of north where it dissipated just before reaching Highway 8, southeast of Hamburg. At the start, just a few trees were uprooted, some of which took a power line down along Highway 133. The tornado increased in intensity and width as it crossed Binnis Loop Rd. More trees were uprooted or snapped and a couple of homes sustained some roof damage. One large shed was destroyed with fragments of the roof thrown across the road. The tornado traveled along Highway 52 for quite a while. Along this part of the path, numerous trees were uprooted and snapped. Some power lines and poles were down as well. Quite a bit of uprooted trees were noted on the south side of the country club. The tornado moved over the airport where one large hangar had roof damage and the back wall had panels blown out. As the tornado neared Highway 425, the center was to the north side of Highway 52 and continued to snap and uproot trees. As it crossed Highway 425, numerous trees were snapped and uprooted. Moving east-northeast, the tornado began to weaken and dissipated just after crossing Ashley 312 Road. Maximum peak winds were estimated at 100 mph.",CSV
202001,11,307,202001,11,325,143974,869290,ARKANSAS,5,2020,January,Tornado,C,3,ASHLEY,JAN,11-JAN-20 03:07:00,CST-6,11-JAN-20 03:25:00,0,0,0,0,2.80M,800.00K,NWS Storm Survey,,,,,EF2,17.58,1000,JAN,AR,017,CHICOT,3,W,MIST,2,E,MONTROSE,33.2638,-91.7598,33.303,-91.459,"A warm, moist airmass was in place across the region ahead of a potent January weather system. Ample wind energy also was present, which not only helped bring damaging winds with severe storms but also allowed for strong gradient winds to occur ahead of an eastward advancing squall line. Severe weather occurred in the early morning hours of January 11th and continued across the ArkLaMiss region before noon, resulting in widespread wind damage as well as some tornadoes.","This tornado started just northeast of Hamburg along Ashley 70 Road and tracked roughly 20 miles to just east of Montrose in Chicot County. Thousands of trees were uprooted and snapped along the path along with numerous power lines and poles downed. Some of the heaviest damage was to a mobile home just off Ashley 129 Road. The home was thrown 15 to 20 feet and destroyed. Another mobile home was destroyed along Ashley 128 Road. The tornado then crossed Highway 82 near Ashley 301 Road. Power poles were broken here and a tractor shed was heavily damaged. From this point, the tornado mostly paralleled Highway 82 or tracked along it. Many power lines were down along with poles. Just east of Ashley 912 Road, one wooden high tension segment had the top broken out. In the Snyder community, some homes sustained roof damage and had trees down on them. North of Highway 82, near Horseshoe Lake, a lot of hardwood trees were heavily damaged and there were three segments of the wooden high tension poles and lines taken out. The tornado continued roughly along Highway 82 toward Montrose. The strongest core of the tornado remained north of the highway and downed two more wooden high tension segments before Montrose and two more just north of town to the west of Highway 165. In the town of Montrose, numerous trees were damaged along with many homes having some degree of roof damage or a handful more with a tree on the home. Just east of Montrose, near the Chicot County line and north of Highway 82, a metal high tension pole segment was taken down which supported the highest wind estimate of 130 mph. The tornado dissipated near County Road 293 on the north side of Highway 82. Maximum width was 1000 yards. Total path length was 20.51 miles. Max winds were 130 mph.",CSV
202001,11,333,202001,11,344,143974,869583,ARKANSAS,5,2020,January,Tornado,C,17,CHICOT,JAN,11-JAN-20 03:33:00,CST-6,11-JAN-20 03:44:00,1,0,0,0,1.00M,400.00K,NWS Storm Survey,,,,,EF1,8.26,550,JAN,MS,151,WASHINGTON,2,W,LAKE VLG,1,ENE,LUNA,33.3349,-91.3129,33.385,-91.183,"A warm, moist airmass was in place across the region ahead of a potent January weather system. Ample wind energy also was present, which not only helped bring damaging winds with severe storms but also allowed for strong gradient winds to occur ahead of an eastward advancing squall line. Severe weather occurred in the early morning hours of January 11th and continued across the ArkLaMiss region before noon, resulting in widespread wind damage as well as some tornadoes.","This tornado began on the southeast side of the Lake Village Municipal Airport on Airport Road where it rolled and almost destroyed a manufactured home. It is at Airport Road where one injury was reported due to a tree falling on a home. It then moved east-northeast to US Highway 278, breaking 8 to 10 wooden electrical poles. It moved to the northeast of the Lake Village community where it continued to knock down wooden electrical poles and began to uproot and snap large branches from softwood trees along North Lakeshore Drive and along the shore of Lake Chicot. The Lake Village Country Club along North Lakeshore Drive took damage to its roof on the backside. In addition, on the backside of the Country Club, a nearby forested area had multiple snapped large hardwood tree limbs in addition to the tin roof of a metal storage building peeled completely off. Also along North Lakeshore Drive, multiple trees were uprooted and snapped at a trailer park, where one trailer was blown across the street to near the bottom of Lake Chicot. As the tornado continued to track northeast, it moved along AR Highway 144, uprooting trees and snapping large hardwood limbs. Five electrical power poles were downed along Highway 144, as well as another trailer getting rolled to near the bottom of Lake Chicot.  The tornado continued to snap large limbs and uproot hardwood trees as it moved across Pecan Ridge Drive. The tornado continued to just north of Levee Road where it lifted, but not before a few uprooting hardwood trees and snapping small to medium sized limbs. It is important to note that a large swath of severe wind speeds resulted in widespread downed trees on Lakehall Road, Sunnyside Road, Stuart Island Road and at the Lake Chicot State Park. Several of these trees fell on power lines causing outages to a large portion of the Lake Village community. This tornado then continued east-northeast across the MS River to across Lake Ferguson in Washington County, where the second floor was blown off of a lake house on South Ferguson Road. In addition, a high concentration of snapped and uprooted hardwood trees was noted on the backside of the lakehouse on South Ferguson Road, thus resulting in the upgraded EF-2 rating. It continued to move east to Highway 1 North where it snapped small to large hardwood tree limbs before dissipating. Estimated peak wind with this tornado was 127 mph. Max width was 850 yards. Total path length was 17.81 miles.",CSV
202004,28,2124,202004,28,2140,146614,881262,ARKANSAS,5,2020,April,Tornado,C,133,SEVIER,SHV,28-APR-20 21:24:00,CST-6,28-APR-20 21:40:00,0,0,0,0,400.00K,0.00K,NWS Storm Survey,,,,,EF2,15.95,350,,,,,3,N,CHEATHAM,1,SE,PROCESS CITY,34.1602,-94.4711,34.0404,-94.2328,"A weak shortwave trough shifted east across East Texas and North Louisiana during the morning hours of April 28th, where large scale forcing contributed to the development of showers and thunderstorms over East Texas, Southwest Arkansas, and North Louisiana. Cold air aloft associated with this trough resulted in steep lapse rates such that isolated severe thunderstorms developed over portions of East Texas and Southwest Arkansas throughout the morning and afternoon, where instances of large hail were reported. These storms diminished during the late afternoon, but a deepening upper level trough sweeping southeast across Oklahoma and Arkansas reinforced a cold front southeast across the Southern Plains and Ozarks region, where a complex of showers and thunderstorms developed by mid and late afternoon over these areas and quickly progressed southeast into the Four State Region. Despite the showers and thunderstorms that affected the area earlier in the day, instability remained adequate especially over East Texas, Southeast Oklahoma, and adjacent sections of Southwest Arkansas. As large scale forcing increased ahead of the trough, thus tapping into this unstable air, a squall line progressed southeast through all of the region during the late evening through the early morning hours on April 29th, producing widespread reports of damaging winds and large hail. A couple of isolated tornadoes also touched down across McCurtain County Oklahoma, with one tornado remaining on the ground from Eastern McCurtain County into Northcentral Sevier County Arkansas. These storms exited Southwest Arkansas during the early morning hours of April 29th.","This is the continuation of the Eastern McCurtain County EF-2 tornado. This tornado snapped and uprooted numerous trees along Kellum Road in Northwest Sevier County, and continued to touch down intermittently several times as it tracked southeast. It touched down again along Bellah Mine Road as it crossed DeQueen Lake, with additional trees snapped and uprooted along Story Creek Road and DeQueen Lake Road. Minor metal roof damage to a garage of a home also occurred in this area. The damage swath broadened as the tornado approached Highway 71, when it crossed Crosstrails Road, damaging the roofs of two chicken houses while uprooting and snapping numerous trees. The tornado continued on to cross Highway 71 where numerous trees were snapped, a single-wide mobile home was rolled and destroyed, and the roof of a farm building was partially damaged. The tornado snapped approximately ten more trees before lifting just south of Highway 71/371 several miles east of DeQueen just east of the intersection of Farm to Market Road. Although the tornado will be rated an EF-2 with estimated maximum winds near 125 mph, found in Eastern McCurtain County Oklahoma, the tornadic damage in North-central Sevier County was estimated to be EF-1, with estimated maximum winds up to 105 mph. The total tornado path length from Eastern McCurtain County Oklahoma into North-central Sevier County Arkansas was near 20 miles.",CSV
202001,11,325,202001,11,328,143974,869291,ARKANSAS,5,2020,January,Tornado,C,17,CHICOT,JAN,11-JAN-20 03:25:00,CST-6,11-JAN-20 03:28:00,0,0,0,0,200.00K,0.00K,NWS Storm Survey,,,,,EF1,2.93,900,,,,,3,W,COSGROVE,1,NW,COSGROVE,33.303,-91.459,33.3087,-91.4088,"A warm, moist airmass was in place across the region ahead of a potent January weather system. Ample wind energy also was present, which not only helped bring damaging winds with severe storms but also allowed for strong gradient winds to occur ahead of an eastward advancing squall line. Severe weather occurred in the early morning hours of January 11th and continued across the ArkLaMiss region before noon, resulting in widespread wind damage as well as some tornadoes.","This tornado started just northeast of Hamburg along Ashley 70 Road and tracked roughly 20 miles to just east of Montrose in Chicot County. Thousands of trees were uprooted and snapped along the path along with numerous power lines and poles downed. Some of the heaviest damage was to a mobile home just off Ashley 129 Road. The home was thrown 15 to 20 feet and destroyed. Another mobile home was destroyed along Ashley 128 Road. The tornado then crossed Highway 82 near Ashley 301 Road. Power poles were broken here and a tractor shed was heavily damaged. From this point, the tornado mostly paralleled Highway 82 or tracked along it. Many power lines were down along with poles. Just east of Ashley 912 Road, one wooden high tension segment had the top broken out. In the Snyder community, some homes sustained roof damage and had trees down on them. North of Highway 82, near Horseshoe Lake, a lot of hardwood trees were heavily damaged and there were three segments of the wooden high tension poles and lines taken out. The tornado continued roughly along Highway 82 toward Montrose. The strongest core of the tornado remained north of the highway and downed two more wooden high tension segments before Montrose and two more just north of town to the west of Highway 165. In the town of Montrose, numerous trees were damaged along with many homes having some degree of roof damage or a handful more with a tree on the home. Just east of Montrose, near the Chicot County line and north of Highway 82, a metal high tension pole segment was taken down which supported the highest wind estimate of 130 mph. The tornado dissipated near County Road 293 on the north side of Highway 82. Maximum width was 1000 yards in Ashley County. Total path length was 20.51 miles. Maximum estimated winds in Chicot County were 88 mph, but 130 mph winds were estimated in Ashley County.",CSV
202001,11,350,202001,11,352,143974,869584,ARKANSAS,5,2020,January,Tornado,C,17,CHICOT,JAN,11-JAN-20 03:50:00,CST-6,11-JAN-20 03:52:00,0,0,0,0,10.00K,0.00K,NWS Storm Survey,,,,,EF1,2.97,200,JAN,MS,151,WASHINGTON,5,NE,LELAND,8,NE,LELAND,33.419,-91.098,33.446,-91.058,"A warm, moist airmass was in place across the region ahead of a potent January weather system. Ample wind energy also was present, which not only helped bring damaging winds with severe storms but also allowed for strong gradient winds to occur ahead of an eastward advancing squall line. Severe weather occurred in the early morning hours of January 11th and continued across the ArkLaMiss region before noon, resulting in widespread wind damage as well as some tornadoes.","This tornado began on the southeast side of the Lake Village Municipal Airport on Airport Road where it rolled and almost destroyed a manufactured home. It is at Airport Road where one injury was reported due to a tree falling on a home. It then moved east-northeast to US Highway 278, breaking 8 to 10 wooden electrical poles. It moved to the northeast of the Lake Village community where it continued to knock down wooden electrical poles and began to uproot and snap large branches from softwood trees along North Lakeshore Drive and along the shore of Lake Chicot. The Lake Village Country Club along North Lakeshore Drive took damage to its roof on the backside. In addition, on the backside of the Country Club, a nearby forested area had multiple snapped large hardwood tree limbs in addition to the tin roof of a metal storage building peeled completely off. Also along North Lakeshore Drive, multiple trees were uprooted and snapped at a trailer park, where one trailer was blown across the street to near the bottom of Lake Chicot. As the tornado continued to track northeast, it moved along AR Highway 144, uprooting trees and snapping large hardwood limbs. Five electrical power poles were downed along Highway 144, as well as another trailer getting rolled to near the bottom of Lake Chicot.  The tornado continued to snap large limbs and uproot hardwood trees as it moved across Pecan Ridge Drive. The tornado continued to just north of Levee Road where it lifted, but not before a few uprooting hardwood trees and snapping small to medium sized limbs. It is important to note that a large swath of severe wind speeds resulted in widespread downed trees on Lakehall Road, Sunnyside Road, Stuart Island Road and at the Lake Chicot State Park. Several of these trees fell on power lines causing outages to a large portion of the Lake Village community. This tornado then continued east-northeast across the MS River to across Lake Ferguson in Washington County, where the second floor was blown off of a lake house on South Ferguson Road. In addition, a high concentration of snapped and uprooted hardwood trees was noted on the backside of the lakehouse on South Ferguson Road, thus resulting in the upgraded EF-2 rating. It continued to move east to Highway 1 North where it snapped small to large hardwood tree limbs before dissipating. Estimated peak wind with this tornado was 127 mph. Max width was 850 yards. Total path length was 17.81 miles.",CSV
202004,24,2009,202004,24,2010,146230,888029,ARKANSAS,5,2020,April,Tornado,C,47,FRANKLIN,TSA,24-APR-20 20:09:00,CST-6,24-APR-20 20:10:00,0,0,0,0,0.00K,0.00K,Emergency Manager,,,,,EF1,0.5,75,,,,,0,S,BARNES,0,E,BARNES,35.6489,-93.8201,35.649,-93.8113,"Strong to severe thunderstorms developed across eastern Oklahoma during the afternoon of the 24th, as an upper level disturbance and associated surface low pressure system translated across the region from the west. The thunderstorms evolved into a line as they moved into northwestern Arkansas during the evening. The strongest storms produced damaging wind and a brief tornado.","This tornado uprooted trees and snapped large tree limbs. Based on this damage, maximum estimated wind in the tornado was 90 to 100 mph.",CSV
